,"operater name","name","route","ivrpath","currency_name","clilimit","buyingrate","dailyrate","Weekly Rate","Monthly Rate","min duration","maxduration","calllimit","maxdailyminutes","Creation Date"
,"Avalon","Albania AV12","","","USD","0","0.17500","0.00000","0.13000","0.15500","980","1800","200000","3000","2019-06-16"
,"Avalon","Albania AV13","","","USD","0","0.05000","0.00000","0.03500","0.04500","980","1800","200000","3000","2019-08-30"
,"Avalon","Albania AV14","","","USD","","0.05000","0.00000","0.03500","0.04500","980","1800","200000","3000","2019-08-30"
,"Avalon","Albania AV15","","","USD","","0.05000","0.00000","0.03500","0.04500","980","1800","200000","3000","2019-08-30"
,"Avalon","Albania AV16","","","USD","","0.05000","0.00000","0.03500","0.04500","980","1800","200000","3000","2019-08-30"
,"Avalon","Albania AV17","","","USD","","0.05000","0.00000","0.03500","0.04500","980","1800","200000","3000","2019-08-30"
,"Avalon","Albania AV18","","TeachYourselfEnglishINTHECITY.wav","USD","0","0.05000","0.00000","0.03500","0.04500","1800","3000","200000","8000","2019-10-02"
,"Avalon","Albania AV19","","","USD","","0.05000","0.00000","0.03500","0.04500","780","1800","200000","3000","2019-10-02"
,"Avalon","Albania AV2","","","USD","0","0.17500","0.00000","0.13000","0.15500","900","2400","200000","3000","2018-11-01"
,"Avalon","Albania AV20","","","USD","","0.14500","0.00000","0.10000","0.12500","740","1800","200000","3000","2019-10-07"
,"Avalon","Albania AV21","","","USD","","0.05000","0.00000","0.03500","0.04500","980","2400","200000","3000","2019-10-09"
,"Avalon","Albania AV22","","","USD","","0.05000","0.00000","0.03500","0.04500","980","1800","200000","3000","2019-10-09"
,"Avalon","Albania AV23","","","USD","","0.17500","0.00000","0.13000","0.15500","980","1800","200000","3000","2019-10-21"
,"Avalon","Albania AV24","","","USD","","0.17500","0.00000","0.13000","0.15500","980","1800","200000","3000","2019-10-21"
,"Avalon","Albania AV25","","","USD","","0.17500","0.00000","0.13000","0.15500","980","1800","200000","3000","2019-10-21"
,"Avalon","Albania AV26","","","USD","0","0.17500","0.00000","0.13000","0.15500","980","2400","200000","3000","2019-10-21"
,"Avalon","Albania AV27","","","USD","0","0.17500","0.00000","0.13000","0.15500","1800","2700","200000","8000","2019-10-21"
,"Avalon","Albania AV28","","","USD","","0.17500","0.00000","0.13000","0.15500","980","1800","200000","3000","2019-11-16"
,"Avalon","Albania AV29","","","USD","","0.05000","0.00000","0.03500","0.04500","780","1800","200000","3000","2019-12-04"
,"Avalon","Albania AV3","","TeachYourselfEnglishINTHECITY.wav","USD","0","0.17500","0.00000","0.13000","0.15500","980","1180","100000","3000","2017-07-19"
,"Avalon","Albania AV30","","","USD","","0.05000","0.00000","0.03500","0.04500","740","1800","200000","3000","2019-12-04"
,"Avalon","Albania AV31","","","USD","","0.05000","0.00000","0.03500","0.04500","740","1800","200000","3000","2019-12-04"
,"Avalon","Albania AV32","","","USD","","0.17500","0.00000","0.13000","0.15500","980","1800","200000","3000","2019-12-04"
,"Avalon","Albania AV33","","","USD","","0.17500","0.00000","0.13000","0.15500","780","1800","200000","3000","2019-12-04"
,"Avalon","Albania AV34","","","USD","","0.17500","0.00000","0.13000","0.15500","780","1800","200000","3000","2019-12-04"
,"Avalon","Albania AV35","","","USD","","0.17500","0.00000","0.13000","0.15500","740","1800","200000","3000","2019-12-04"
,"Avalon","Albania AV36","","","USD","","0.17500","0.00000","0.13000","0.15500","780","1800","200000","3000","2019-12-04"
,"Avalon","Albania AV37","","","USD","0","0.17500","0.00000","0.13000","0.15500","740","2400","20000","3000","2019-12-04"
,"Avalon","Albania AV4","","","USD","0","0.17500","0.00000","0.13000","0.15500","780","1800","200000","3000","2018-12-07"
,"Avalon","Albania AV5","","","USD","","0.14500","0.00000","0.10000","0.12500","980","1800","200000","3000","2019-04-23"
,"Avalon","Albania AV6","","","USD","","0.14500","0.00000","0.10000","0.12500","780","1800","200000","3000","2019-04-23"
,"Avalon","Albania AV7","","","USD","0","0.14500","0.00000","0.10000","0.12500","980","2400","200000","3000","2019-04-23"
,"Avalon","Albania AV8","","","USD","0","0.17500","0.00000","0.13000","0.15500","1500","3000","200000","3000","2019-06-16"
,"Avalon","Albania AV9","","","USD","","0.17500","0.00000","0.13000","0.15500","980","1800","200000","3000","2019-06-16"
,"Avalon","Albania Mobile AV2","","TeachYourselfEnglishINTHECITY.wav","USD","0","0.17500","0.00000","0.13000","0.15500","980","2400","100000","3000","2016-02-27"
,"Avalon","Algeria AV1","","TeachYourselfEnglishINTHECITY.wav","USD","0","0.19000","0.00000","0.14000","0.16000","980","1180","100000","3000","2017-07-19"
,"Avalon","Algeria AV10","","","USD","0","0.19000","0.00000","0.14000","0.16000","2400","3200","200000","3000","2018-10-17"
,"Avalon","Algeria AV100","","","USD","","0.19000","0.00000","0.14000","0.16000","780","1800","200000","3000","2020-01-09"
,"Avalon","Algeria AV101","","","USD","","0.19000","0.00000","0.14000","0.16000","980","1800","200000","3000","2020-01-09"
,"Avalon","Algeria AV102","","","USD","","0.19000","0.00000","0.14000","0.16000","980","1800","200000","3000","2020-01-09"
,"Avalon","Algeria AV103","","","USD","","0.19000","0.00000","0.14000","0.16000","780","1800","200000","3000","2020-01-09"
,"Avalon","Algeria AV104","","","USD","","0.19000","0.00000","0.14000","0.16000","780","1800","200000","3000","2020-01-09"
,"Avalon","Algeria AV105","","","USD","","0.19000","0.00000","0.14000","0.16000","740","1800","200000","3000","2020-01-09"
,"Avalon","Algeria AV106","","","USD","0","0.24000","0.00000","0.18000","0.20000","740","1800","200000","3000","2020-02-01"
,"Avalon","Algeria AV107","","","USD","","0.19000","0.00000","0.14000","0.16000","740","1800","200000","3000","2020-02-01"
,"Avalon","Algeria AV108","","","USD","","0.19000","0.00000","0.14000","0.16000","740","1800","200000","3000","2020-02-01"
,"Avalon","Algeria AV109","","","USD","","0.19000","0.00000","0.14000","0.16000","780","1800","200000","3000","2020-02-01"
,"Avalon","Algeria AV11","","","USD","0","0.19000","0.00000","0.14000","0.16000","1800","2400","200000","3000","2018-10-17"
,"Avalon","Algeria AV110","","","USD","","0.19000","0.00000","0.14000","0.16000","780","1800","200000","3000","2020-02-01"
,"Avalon","Algeria AV111","","","USD","","0.19000","0.00000","0.14000","0.16000","980","1800","200000","3000","2020-02-01"
,"Avalon","Algeria AV112","","","USD","","0.19000","0.00000","0.14000","0.16000","980","1800","200000","3000","2020-02-01"
,"Avalon","Algeria AV113","","","USD","","0.19000","0.00000","0.14000","0.16000","780","1800","200000","3000","2020-02-01"
,"Avalon","Algeria AV114","","","USD","0","0.19000","0.00000","0.14000","0.16000","740","1800","200000","3000","2020-02-01"
,"Avalon","Algeria AV12","","","USD","0","0.19000","0.00000","0.14000","0.16000","780","1800","200000","3000","2018-10-19"
,"Avalon","Algeria AV13","","","USD","0","0.19000","0.00000","0.14000","0.16000","780","1800","200000","3000","2018-10-19"
,"Avalon","Algeria AV14","","","USD","0","0.19000","0.00000","0.14000","0.16000","780","1800","200000","3000","2018-10-19"
,"Avalon","Algeria AV15","","","USD","0","0.19000","0.00000","0.14000","0.16000","780","1800","200000","3000","2018-10-19"
,"Avalon","Algeria AV16","","","USD","0","0.19000","0.00000","0.14000","0.16000","1800","2800","200000","3000","2018-10-28"
,"Avalon","Algeria AV17","","","USD","0","0.19000","0.00000","0.14000","0.16000","980","1800","200000","3000","2018-11-01"
,"Avalon","Algeria AV18","","","USD","0","0.19000","0.00000","0.14000","0.16000","780","1800","200000","3000","2018-11-01"
,"Avalon","Algeria AV19","","","USD","0","0.19000","0.00000","0.14000","0.16000","1200","2200","200000","3000","2018-11-03"
,"Avalon","Algeria AV2","","TeachYourselfEnglishINTHECITY.wav","USD","0","0.19000","0.00000","0.14000","0.16000","740","1180","100000","3000","2017-07-19"
,"Avalon","Algeria AV20","","","USD","0","0.19000","0.00000","0.14000","0.16000","980","2200","200000","3000","2018-11-04"
,"Avalon","Algeria AV21","","","USD","0","0.19000","0.00000","0.14000","0.16000","980","2400","200000","3000","2018-11-07"
,"Avalon","Algeria AV22","","","USD","0","0.19000","0.00000","0.14000","0.16000","1800","2400","200000","3000","2018-11-17"
,"Avalon","Algeria AV23","","","USD","0","0.19000","0.00000","0.14000","0.16000","980","1800","200000","3000","2018-11-17"
,"Avalon","Algeria AV24","","","USD","0","0.19000","0.00000","0.14000","0.16000","780","1800","200000","3000","2018-12-03"
,"Avalon","Algeria AV25","","","USD","0","0.19000","0.00000","0.14000","0.16000","780","1800","200000","3000","2018-12-11"
,"Avalon","Algeria AV26","","","USD","0","0.19000","0.00000","0.14000","0.16000","780","1800","200000","3000","2018-12-11"
,"Avalon","Algeria AV27","","","USD","0","0.19000","0.00000","0.14000","0.16000","980","1500","200000","0","2019-01-08"
,"Avalon","Algeria AV28","","","USD","0","0.19000","0.00000","0.14000","0.16000","780","1800","200000","3000","2019-01-12"
,"Avalon","Algeria AV29","","","USD","0","0.19000","0.00000","0.14000","0.16000","780","1800","200000","3000","2019-01-19"
,"Avalon","Algeria AV3","","TeachYourselfEnglishINTHECITY.wav","USD","0","0.19000","0.00000","0.14000","0.16000","740","1180","100000","3000","2017-07-28"
,"Avalon","Algeria AV30","","","USD","0","0.19000","0.00000","0.14000","0.16000","980","1800","200000","3000","2019-01-28"
,"Avalon","Algeria AV31","","","USD","0","0.19000","0.00000","0.14000","0.16000","980","1500","200000","3000","2019-02-03"
,"Avalon","Algeria AV32","","","USD","0","0.19000","0.00000","0.14000","0.16000","1200","1800","200000","3000","2019-06-13"
,"Avalon","Algeria AV33","","","USD","0","0.19000","0.00000","0.14000","0.16000","980","2200","200000","3000","2019-06-13"
,"Avalon","Algeria AV34","","","USD","0","0.19000","0.00000","0.14000","0.16000","980","1500","200000","3000","2019-06-13"
,"Avalon","Algeria AV35","","","USD","0","0.19000","0.00000","0.14000","0.16000","780","1800","200000","3000","2019-06-13"
,"Avalon","Algeria AV36","","","USD","","0.19000","0.00000","0.14000","0.16000","940","1800","200000","3000","2019-06-13"
,"Avalon","Algeria AV37","","","USD","","0.19000","0.00000","0.14000","0.16000","780","1800","200000","10000","2019-06-13"
,"Avalon","Algeria AV38","","","USD","","0.19000","0.00000","0.14000","0.16000","780","1800","200000","3000","2019-06-13"
,"Avalon","Algeria AV39","","","USD","0","0.19000","0.00000","0.14000","0.16000","980","2400","200000","3000","2019-06-13"
,"Avalon","Algeria AV4","","TeachYourselfEnglishINTHECITY.wav","USD","0","0.19000","0.00000","0.14000","0.16000","740","1180","200000","3000","2018-02-08"
,"Avalon","Algeria AV40","","","USD","","0.19000","0.00000","0.14000","0.16000","780","1800","200000","3000","2019-06-13"
,"Avalon","Algeria AV41","","","USD","0","0.19000","0.00000","0.14000","0.16000","2100","2400","200000","8000","2019-06-13"
,"Avalon","Algeria AV42","","","USD","","0.19000","0.00000","0.14000","0.16000","940","1800","200000","3000","2019-06-13"
,"Avalon","Algeria AV43","","","USD","","0.19000","0.00000","0.14000","0.16000","940","1800","200000","3000","2019-06-13"
,"Avalon","Algeria AV44","","","USD","","0.19000","0.00000","0.14000","0.16000","780","1800","200000","3000","2019-06-13"
,"Avalon","Algeria AV45","","","USD","","0.19000","0.00000","0.14000","0.16000","980","1800","200000","3000","2019-06-28"
,"Avalon","Algeria AV46","","","USD","","0.19000","0.00000","0.14000","0.16000","980","1800","200000","3000","2019-06-28"
,"Avalon","Algeria AV47","","","USD","","0.19000","0.00000","0.14000","0.16000","980","1800","200000","3000","2019-06-28"
,"Avalon","Algeria AV48","","","USD","","0.19000","0.00000","0.14000","0.16000","980","1800","200000","3000","2019-06-28"
,"Avalon","Algeria AV49","","","USD","","0.19000","0.00000","0.14000","0.16000","980","1800","200000","3000","2019-06-28"
,"Avalon","Algeria AV5","","TeachYourselfEnglishINTHECITY.wav","USD","0","0.19000","0.00000","0.14000","0.16000","740","1180","200000","3000","2018-02-08"
,"Avalon","Algeria AV50","","","USD","","0.19000","0.00000","0.14000","0.16000","980","1800","200000","3000","2019-06-28"
,"Avalon","Algeria AV51","","","USD","","0.19000","0.00000","0.14000","0.16000","980","1800","200000","3000","2019-06-28"
,"Avalon","Algeria AV52","","","USD","","0.19000","0.00000","0.14000","0.16000","980","1800","200000","3000","2019-06-28"
,"Avalon","Algeria AV53","","","USD","","0.19000","0.00000","0.14000","0.16000","980","1800","200000","3000","2019-06-28"
,"Avalon","Algeria AV54","","","USD","","0.19000","0.00000","0.14000","0.16000","980","1800","200000","3000","2019-06-28"
,"Avalon","Algeria AV55","","","USD","","0.19000","0.00000","0.14000","0.16000","980","1800","200000","3000","2019-06-28"
,"Avalon","Algeria AV56","","","USD","0","0.19000","0.00000","0.14000","0.16000","980","1800","200000","3000","2019-06-28"
,"Avalon","Algeria AV57","","","USD","","0.19000","0.00000","0.14000","0.16000","980","1800","200000","3000","2019-06-28"
,"Avalon","Algeria AV58","","","USD","","0.19000","0.00000","0.14000","0.16000","980","1800","200000","3000","2019-06-28"
,"Avalon","Algeria AV59","","","USD","","0.19000","0.00000","0.14000","0.16000","980","1800","200000","3000","2019-06-28"
,"Avalon","Algeria AV6","","","USD","0","0.19000","0.00000","0.14000","0.16000","740","1180","200000","3000","2018-04-12"
,"Avalon","Algeria AV60","","","USD","","0.19000","0.00000","0.14000","0.16000","980","1800","200000","3000","2019-06-28"
,"Avalon","Algeria AV61","","","USD","","0.19000","0.00000","0.14000","0.16000","980","1800","200000","3000","2019-07-18"
,"Avalon","Algeria AV62","","","USD","","0.19000","0.00000","0.14000","0.16000","1200","1800","200000","3000","2019-07-18"
,"Avalon","Algeria AV63","","","USD","","0.19000","0.00000","0.14000","0.16000","780","1800","200000","3000","2019-07-18"
,"Avalon","Algeria AV64","","","USD","","0.19000","0.00000","0.14000","0.16000","780","1800","200000","3000","2019-07-18"
,"Avalon","Algeria AV65","","","USD","","0.19000","0.00000","0.14000","0.16000","740","1800","200000","3000","2019-07-18"
,"Avalon","Algeria AV66","","","USD","0","0.19000","0.00000","0.14000","0.16000","1200","3000","200000","3000","2019-07-22"
,"Avalon","Algeria AV67","","","USD","0","0.19000","0.00000","0.14000","0.16000","1800","2400","200000","8000","2019-08-16"
,"Avalon","Algeria AV68","","","USD","","0.19000","0.00000","0.14000","0.16000","780","1800","200000","3000","2019-08-16"
,"Avalon","Algeria AV69","","","USD","0","0.19000","0.00000","0.14000","0.16000","980","2400","200000","3000","2019-08-16"
,"Avalon","Algeria AV7","","","USD","0","0.19000","0.00000","0.14000","0.16000","2400","3000","200000","8000","2018-04-12"
,"Avalon","Algeria AV70","","","USD","","0.19000","0.00000","0.14000","0.16000","780","1800","200000","3000","2019-08-16"
,"Avalon","Algeria AV71","","","USD","","0.19000","0.00000","0.14000","0.16000","980","1800","200000","3000","2019-08-30"
,"Avalon","Algeria AV72","","","USD","","0.19000","0.00000","0.14000","0.16000","980","1800","200000","3000","2019-08-30"
,"Avalon","Algeria AV73","","","USD","","0.19000","0.00000","0.14000","0.16000","980","1800","200000","3000","2019-08-30"
,"Avalon","Algeria AV74","","","USD","","0.19000","0.00000","0.14000","0.16000","980","1800","200000","3000","2019-08-30"
,"Avalon","Algeria AV75","","","USD","","0.19000","0.00000","0.14000","0.16000","980","1800","200000","3000","2019-08-30"
,"Avalon","Algeria AV76","","","USD","","0.19000","0.00000","0.14000","0.16000","780","1800","200000","3000","2019-09-27"
,"Avalon","Algeria AV77","","","USD","","0.19000","0.00000","0.14000","0.16000","740","1800","200000","3000","2019-09-27"
,"Avalon","Algeria AV78","","","USD","","0.19000","0.00000","0.14000","0.16000","780","1800","200000","3000","2019-09-27"
,"Avalon","Algeria AV79","","","USD","","0.19000","0.00000","0.14000","0.16000","740","1800","200000","3000","2019-09-27"
,"Avalon","Algeria AV8","","","USD","0","0.19000","0.00000","0.14000","0.16000","780","1180","200000","3000","2018-04-15"
,"Avalon","Algeria AV80","","","USD","","0.19000","0.00000","0.14000","0.16000","740","1800","200000","3000","2019-09-27"
,"Avalon","Algeria AV81","","","USD","","0.19000","0.00000","0.14000","0.16000","740","1800","200000","3000","2019-09-27"
,"Avalon","Algeria AV82","","","USD","","0.19000","0.00000","0.14000","0.16000","780","1800","200000","3000","2019-09-27"
,"Avalon","Algeria AV83","","","USD","","0.19000","0.00000","0.14000","0.16000","980","1800","200000","3000","2019-10-21"
,"Avalon","Algeria AV84","","","USD","","0.19000","0.00000","0.14000","0.16000","980","1800","200000","3000","2019-10-21"
,"Avalon","Algeria AV85","","","USD","","0.19000","0.00000","0.14000","0.16000","980","1800","200000","3000","2019-10-21"
,"Avalon","Algeria AV86","","","USD","0","0.19000","0.00000","0.14000","0.16000","1100","1800","100000","6000","2019-11-02"
,"Avalon","Algeria AV87","","","USD","","0.19000","0.00000","0.14000","0.16000","980","2400","200000","3000","2019-11-15"
,"Avalon","Algeria AV88","","","USD","","0.19000","0.00000","0.14000","0.16000","980","2400","200000","3000","2019-11-15"
,"Avalon","Algeria AV89","","","USD","","0.19000","0.00000","0.14000","0.16000","980","2400","200000","3000","2019-11-16"
,"Avalon","Algeria AV9","","","USD","0","0.19000","0.00000","0.14000","0.16000","740","1180","200000","3000","2018-04-15"
,"Avalon","Algeria AV90","","","USD","","0.19000","0.00000","0.14000","0.16000","740","1800","200000","3000","2019-12-04"
,"Avalon","Algeria AV91","","","USD","","0.19000","0.00000","0.14000","0.16000","740","1800","200000","3000","2019-12-04"
,"Avalon","Algeria AV92","","","USD","","0.19000","0.00000","0.14000","0.16000","780","1800","200000","3000","2019-12-04"
,"Avalon","Algeria AV93","","","USD","","0.19000","0.00000","0.14000","0.16000","780","1800","200000","3000","2019-12-04"
,"Avalon","Algeria AV94","","","USD","","0.19000","0.00000","0.14000","0.16000","740","1800","200000","3000","2019-12-04"
,"Avalon","Algeria AV95","","","USD","","0.19000","0.00000","0.14000","0.16000","780","1800","200000","3000","2020-01-09"
,"Avalon","Algeria AV96","","","USD","","0.19000","0.00000","0.14000","0.16000","780","1800","200000","3000","2020-01-09"
,"Avalon","Algeria AV97","","","USD","","0.19000","0.00000","0.14000","0.16000","740","1800","200000","3000","2020-01-09"
,"Avalon","Algeria AV98","","","USD","","0.19000","0.00000","0.14000","0.16000","740","1800","200000","3000","2020-01-09"
,"Avalon","Algeria AV99","","","USD","","0.19000","0.00000","0.14000","0.16000","740","1800","200000","3000","2020-01-09"
,"Avalon","Algeria Mobile AV2","","TeachYourselfEnglishINTHECITY.wav","USD","0","0.19000","0.00000","0.14000","0.16000","1200","2200","100000","3000","2015-12-20"
,"Avalon","Algeria Mobile AV3","","TeachYourselfEnglishINTHECITY.wav","USD","0","0.19000","0.00000","0.14000","0.16000","980","2000","100000","3000","2015-12-20"
,"Avalon","Algeria Mobile AV6","","TeachYourselfEnglishINTHECITY.wav","USD","0","0.19000","0.00000","0.14000","0.16000","1500","1800","100000","3000","2016-02-27"
,"Avalon","Algeria Mobile AV8","","TeachYourselfEnglishINTHECITY.wav","USD","0","0.19000","0.00000","0.14000","0.16000","740","1180","100000","3000","2017-05-21"
,"Avalon","Angola AV1","","","USD","0","0.12500","0.00000","0.09000","0.10500","780","1800","200000","3000","2018-07-27"
,"Avalon","Angola AV2","","","USD","","0.06000","0.00000","0.04500","0.05000","740","1800","200000","3000","2020-02-01"
,"Avalon","Angola AV3","","","USD","","0.06000","0.00000","0.04500","0.05000","980","1800","200000","3000","2020-02-01"
,"Avalon","Angola AV4","","","USD","","0.06000","0.00000","0.04500","0.05000","780","1800","200000","3000","2020-02-01"
,"Avalon","Anguilla AV1","","TeachYourselfEnglishINTHECITY.wav","USD","0","0.08500","0.00000","0.06000","0.07000","740","1180","100000","3000","2017-05-28"
,"Avalon","Anguilla AV10","","","USD","0","0.08500","0.00000","0.06000","0.07000","1800","2700","200000","3000","2018-04-15"
,"Avalon","Anguilla AV11","","","USD","0","0.08500","0.00000","0.06000","0.07000","740","1180","200000","3000","2018-04-15"
,"Avalon","Anguilla AV12","","","USD","0","0.08500","0.00000","0.06000","0.07000","740","1180","200000","3000","2018-04-15"
,"Avalon","Anguilla AV2","","TeachYourselfEnglishINTHECITY.wav","USD","0","0.08500","0.00000","0.06000","0.07000","2400","3000","200000","25000","2017-05-28"
,"Avalon","Anguilla AV3","","TeachYourselfEnglishINTHECITY.wav","USD","0","0.08500","0.00000","0.06000","0.07000","980","1180","100000","3000","2017-06-25"
,"Avalon","Anguilla AV4","","Punjabi_IVR.wav","USD","0","0.08500","0.00000","0.06000","0.07000","980","1180","100000","3000","2017-06-25"
,"Avalon","Anguilla AV6","","TeachYourselfEnglishINTHECITY.wav","USD","0","0.08500","0.00000","0.06000","0.07000","2400","3000","200000","7000","2017-08-25"
,"Avalon","Anguilla AV7","","TeachYourselfEnglishINTHECITY.wav","USD","0","0.08500","0.00000","0.06000","0.07000","740","1180","200000","3000","2018-02-08"
,"Avalon","Anguilla AV8","","TeachYourselfEnglishINTHECITY.wav","USD","0","0.08500","0.00000","0.06000","0.07000","2400","3000","200000","3000","2018-02-08"
,"Avalon","Anguilla AV9","","","USD","0","0.08500","0.00000","0.06000","0.07000","1800","2400","200000","3000","2018-04-15"
,"Avalon","Antigua AV1","","","USD","0","0.08000","0.00000","0.06000","0.06500","740","1800","200000","3000","2018-04-12"
,"Avalon","Antigua AV2","","TeachYourselfEnglishINTHECITY.wav","USD","0","0.08000","0.00000","0.06000","0.06500","740","1800","200000","3000","2017-11-13"
,"Avalon","Antigua AV3","","","USD","0","0.08000","0.00000","0.06000","0.06500","780","1800","200000","3000","2019-02-09"
,"Avalon","Antigua AV4","","TeachYourselfEnglishINTHECITY.wav","USD","0","0.08000","0.00000","0.06000","0.06500","1500","1800","200000","3000","2017-12-11"
,"Avalon","Antigua AV5","","","USD","0","0.08000","0.00000","0.06000","0.06500","780","1500","200000","3000","2018-10-17"
,"Avalon","Antigua AV6","","","USD","0","0.08000","0.00000","0.06000","0.06500","780","1800","200000","3000","2019-02-09"
,"Avalon","Antigua AV7","","","USD","0","0.08000","0.00000","0.06000","0.06500","1800","3000","200000","8000","2019-02-09"
,"Avalon","Armenia AV1","","","USD","","0.08000","0.00000","0.06000","0.06500","740","1800","200000","3000","2019-07-26"
,"Avalon","Armenia AV2","","","USD","","0.08000","0.00000","0.06000","0.06500","780","1800","200000","3000","2019-07-26"
,"Avalon","Armenia AV3","","","USD","","0.08000","0.00000","0.06000","0.06500","740","1800","200000","3000","2019-07-26"
,"Avalon","Aruba AV1","","TeachYourselfEnglishINTHECITY.wav","USD","0","0.08000","0.00000","0.06000","0.06500","740","1180","100000","3000","2017-05-28"
,"Avalon","Aruba AV10","","","USD","0","0.08000","0.00000","0.06000","0.06500","780","1800","200000","3000","2019-02-09"
,"Avalon","Aruba AV11","","","USD","","0.08000","0.00000","0.06000","0.06500","980","1800","200000","3000","2019-06-16"
,"Avalon","Aruba AV12","","","USD","","0.08000","0.00000","0.06000","0.06500","980","1800","200000","3000","2019-06-16"
,"Avalon","Aruba AV13","","","USD","","0.08000","0.00000","0.06000","0.06500","980","1800","200000","3000","2019-06-16"
,"Avalon","Aruba AV2","","TeachYourselfEnglishINTHECITY.wav","USD","0","0.08000","0.00000","0.06000","0.06500","740","1180","100000","3000","2017-05-28"
,"Avalon","Aruba AV3","","Punjabi_IVR.wav","USD","0","0.08000","0.00000","0.06000","0.06500","980","2400","100000","3000","2017-05-29"
,"Avalon","Aruba AV4","","Punjabi_IVR.wav","USD","0","0.08000","0.00000","0.06000","0.06500","2400","3000","100000","3000","2017-06-25"
,"Avalon","Aruba AV5","","","USD","0","0.08000","0.00000","0.06000","0.06500","780","1800","200000","3000","2019-02-09"
,"Avalon","Aruba AV6","","","USD","0","0.08000","0.00000","0.06000","0.06500","780","1800","200000","3000","2019-02-09"
,"Avalon","Aruba AV7","","","USD","0","0.08000","0.00000","0.06000","0.06500","780","1800","200000","3000","2019-02-09"
,"Avalon","Aruba AV8","","","USD","0","0.08000","0.00000","0.06000","0.06500","780","1800","200000","3000","2019-02-09"
,"Avalon","Aruba AV9","","","USD","0","0.08000","0.00000","0.06000","0.06500","780","1800","200000","3000","2019-02-09"
,"Avalon","Ascension AV1","","","USD","0","0.16000","0.00000","0.12000","0.14000","740","1180","200000","3000","2018-04-12"
,"Avalon","Ascension AV10","","","USD","0","0.35000","0.00000","0.25000","0.28000","1800","2400","100000","6000","2018-11-08"
,"Avalon","Ascension AV11","","","USD","0","0.40000","0.00000","0.30000","0.35000","1100","1800","100000","6000","2018-11-08"
,"Avalon","Ascension AV12","","","USD","0","0.35000","0.00000","0.25000","0.28000","980","1800","200000","3000","2018-11-20"
,"Avalon","Ascension AV13","","","USD","0","0.35000","0.00000","0.25000","0.28000","780","1800","200000","3000","2018-11-20"
,"Avalon","Ascension AV14","","","USD","0","0.35000","0.00000","0.25000","0.28000","780","1800","200000","3000","2018-11-20"
,"Avalon","Ascension AV15","","","USD","0","0.35000","0.00000","0.25000","0.28000","780","1800","200000","3000","2018-11-20"
