,"operater name","name","route","ivrpath","currency_name","clilimit","buyingrate","dailyrate","Weekly Rate","Monthly Rate","min duration","maxduration","calllimit","maxdailyminutes","Creation Date"
,"Aggregator","Estonia AT","","1#-Segment.wav","USD","2","0.10000","0.00000","0.07000","0.08500","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Ethiopia AT","","","USD","0","0.00000","0.00000","0.00000","0.00000","3000","3600","100000","10000","2018-11-13"
,"Aggregator","Falkland Islands AT","","1#-Segment.wav","USD","1","0.26000","0.00000","0.19000","0.22000","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Fiji AT","","1#-Segment.wav","USD","2","0.10000","0.00000","0.07000","0.08500","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Finland AT","","1#-Segment.wav","USD","2","0.10000","0.00000","0.07000","0.08500","7000","7200","100000","3000","2018-06-18"
,"Aggregator","France AT","","1#-Segment.wav","USD","2","0.10000","0.00000","0.07000","0.08500","7000","7200","100000","3000","2018-06-18"
,"Aggregator","French Polynesia AT","","1#-Segment.wav","USD","2","0.15000","0.00000","0.11000","0.13000","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Gabon AT","","1#-Segment.wav","USD","2","0.12500","0.00000","0.09000","0.10500","7000","7200","100000","100000","2018-06-18"
,"Aggregator","Gambia AT","","1#-Segment.wav","USD","2","0.22000","0.00000","0.17000","0.19000","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Georgia AT","","1#-Segment.wav","USD","10","0.09000","0.00000","0.07000","0.07500","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Ghana AT","","1#-Segment.wav","USD","2","0.05000","0.00000","0.03500","0.04500","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Gibraltar AT","","1#-Segment.wav","USD","2","0.08500","0.00000","0.06000","0.07000","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Globalstar AT","","1#-Segment.wav","USD","2","0.35000","0.00000","0.25000","0.28000","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Greece AT","","1#-Segment.wav","USD","2","0.15000","0.00000","0.11000","0.13000","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Greenland AT","","1#-Segment.wav","USD","2","0.21000","0.00000","0.16000","0.18500","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Grenada AT","","1#-Segment.wav","USD","2","0.10000","0.00000","0.07000","0.08500","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Guatemala AT","","ALLAH_Hoo.wav","USD","10","0.07500","0.00000","0.05000","0.06500","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Guinea AT","","TeachYourselfEnglishINTHECITY.wav","USD","2","0.19000","0.00000","0.14000","0.16000","7000","7200","100000","100000","2018-06-18"
,"Aggregator","Guyana AT","","1#-Segment.wav","USD","2","0.19000","0.00000","0.14000","0.16000","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Haiti AT","","ALLAH_Hoo.wav","USD","12","0.11000","0.00000","0.07000","0.09000","7000","7200","100000","30000","2018-06-18"
,"Aggregator","Honduras AT","","1#-Segment.wav","USD","2","0.05000","0.00000","0.03500","0.04500","7000","7200","100000","20000","2018-03-27"
,"Aggregator","Iran AT","","1#-Segment.wav","USD","2","0.07000","0.00000","0.05000","0.06000","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Iraq AT","","1#-Segment.wav","USD","2","0.10000","0.00000","0.07000","0.08500","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Italy AT","","1#-Segment.wav","USD","2","0.08000","0.00000","0.06000","0.06500","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Ivory AT","","ALLAH_Hoo.wav","USD","8","0.15000","0.00000","0.11000","0.13000","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Jamaica AT","","1#-Segment.wav","USD","1","0.09000","0.00000","0.07000","0.07500","7000","7200","100000","30000","2018-06-18"
,"Aggregator","JERSEY AT","","1#-Segment.wav","USD","2","0.35000","0.00000","0.25000","0.28000","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Jordan AT","","1#-Segment.wav","USD","5","0.08000","0.00000","0.06000","0.06500","7000","7200","100000","6000","2018-05-28"
,"Aggregator","Kazakhstan AT","","1#-Segment.wav","USD","2","0.19000","0.00000","0.14000","0.16000","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Kenya AT","","1#-Segment.wav","USD","2","0.07000","0.00000","0.05000","0.06000","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Kiribati AT","","1#-Segment.wav","USD","2","0.25000","0.00000","0.19000","0.22000","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Kyrgyzstan AT","","1#-Segment.wav","USD","2","0.17000","0.00000","0.12000","0.15000","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Latvia AT","","1#-Segment.wav","USD","4","0.20000","0.00000","0.14000","0.17000","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Lebanon AT","","1#-Segment.wav","USD","2","0.12000","0.00000","0.08000","0.10000","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Lesotho AT","","1#-Segment.wav","USD","2","0.13000","0.00000","0.09000","0.11000","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Liberia AT","","1#-Segment.wav","USD","3","0.16000","0.00000","0.12000","0.14000","7000","7200","100000","10000","2018-06-18"
,"Aggregator","Libya AT","","1#-Segment.wav","USD","2","0.11000","0.00000","0.07000","0.09000","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Liechtenstein AT","","1#-Segment.wav","USD","2","0.11000","0.00000","0.07000","0.09000","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Lithuania AT","","1#-Segment.wav","USD","10","0.18000","0.00000","0.13000","0.15000","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Macedonia AT","","1#-Segment.wav","USD","10","0.13500","0.00000","0.10000","0.11500","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Madagascar AT","","1#-Segment.wav","USD","15","0.21000","0.00000","0.16000","0.18500","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Malawi AT","","1#-Segment.wav","USD","4","0.15000","0.00000","0.11000","0.13000","7000","7200","100000","13000","2018-06-18"
,"Aggregator","Maldives AT","","ALLAH_Hoo.wav","USD","50","0.28000","0.00000","0.22000","0.24000","7000","7200","100000","30000","2018-06-18"
,"Aggregator","Mali AT","","1#-Segment.wav","USD","20","0.18000","0.00000","0.13000","0.15000","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Marshall AT","","TeachYourselfEnglishINTHECITY.wav","USD","0","0.15000","0.00000","0.11000","0.13000","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Mauritania AT","","TeachYourselfEnglishINTHECITY.wav","USD","6","0.19000","0.00000","0.14000","0.16000","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Mauritius AT","","TeachYourselfEnglishINTHECITY.wav","USD","0","0.19000","0.00000","0.14000","0.16000","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Mcp Network AT","","TeachYourselfEnglishINTHECITY.wav","USD","0","0.19000","0.00000","0.14000","0.16000","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Micronesia AT","","TeachYourselfEnglishINTHECITY.wav","USD","0","0.19000","0.00000","0.14000","0.16000","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Moldova AT","","TeachYourselfEnglishINTHECITY.wav","USD","2","0.18000","0.00000","0.13000","0.15000","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Monaco AT","","TeachYourselfEnglishINTHECITY.wav","USD","50","0.08500","0.00000","0.06000","0.07000","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Montenegro AT","","TeachYourselfEnglishINTHECITY.wav","USD","3","0.12000","0.00000","0.08000","0.10000","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Montserrat AT","","TeachYourselfEnglishINTHECITY.wav","USD","0","0.12500","0.00000","0.09000","0.10500","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Morocco AT","","1#-Segment.wav","USD","5","0.16000","0.00000","0.12000","0.14000","7000","7200","100000","10000","2018-06-18"
,"Aggregator","Morocco AV26","","","USD","0","0.15000","0.00000","0.11000","0.13000","980","2400","200000","10000","2019-03-29"
,"Aggregator","Mozambique AT","","TeachYourselfEnglishINTHECITY.wav","USD","10","0.14000","0.00000","0.10000","0.12000","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Myanmar AT","","TeachYourselfEnglishINTHECITY.wav","USD","0","0.11000","0.00000","0.07000","0.09000","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Nauru AT","","TeachYourselfEnglishINTHECITY.wav","USD","4","0.28000","0.00000","0.22000","0.24000","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Nepal AT","","TeachYourselfEnglishINTHECITY.wav","USD","0","0.08000","0.00000","0.06000","0.06500","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Netherlands AT","","TeachYourselfEnglishINTHECITY.wav","USD","0","0.11000","0.00000","0.07000","0.09000","7000","7200","100000","3000","2018-06-18"
,"Aggregator","New Caledonia AT","","TeachYourselfEnglishINTHECITY.wav","USD","0","0.11000","0.00000","0.07000","0.09000","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Nicaragua AT","","TeachYourselfEnglishINTHECITY.wav","USD","0","0.12000","0.00000","0.08000","0.10000","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Niger AT","","TeachYourselfEnglishINTHECITY.wav","USD","12","0.12000","0.00000","0.08000","0.10000","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Nigeria AT","","TeachYourselfEnglishINTHECITY.wav","USD","0","0.04000","0.00000","0.03000","0.03500","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Niue AT","","TeachYourselfEnglishINTHECITY.wav","USD","3","0.26000","0.00000","0.19000","0.22000","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Oman AT","","TeachYourselfEnglishINTHECITY.wav","USD","0","0.10000","0.00000","0.07000","0.08500","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Pak","108.178.8.201","TeachYourselfEnglishINTHECITY.wav","EURO","0","0.00000","0.00000","0.00000","0.00000","600","600","100000","10000","2013-01-29"
,"Aggregator","Palau AT","","TeachYourselfEnglishINTHECITY.wav","USD","0","0.21000","0.00000","0.16000","0.18500","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Papua AT","","1#-Segment.wav","USD","6","0.21000","0.00000","0.16000","0.18500","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Philippines AT","","TeachYourselfEnglishINTHECITY.wav","USD","0","0.06000","0.00000","0.04500","0.05000","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Phillipines AT","","","USD","2","0.00000","0.00000","0.00000","0.00000","7000","7200","100000","30000","2018-08-14"
,"Aggregator","Poland AT","","TeachYourselfEnglishINTHECITY.wav","USD","0","0.15000","0.00000","0.11000","0.13000","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Portugal AT","","TeachYourselfEnglishINTHECITY.wav","USD","0","0.15000","0.00000","0.11000","0.13000","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Qatar AT","","TeachYourselfEnglishINTHECITY.wav","USD","20","0.08000","0.00000","0.06000","0.06500","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Russia AT","","TeachYourselfEnglishINTHECITY.wav","USD","3","0.12000","0.00000","0.08000","0.10000","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Rwanda AT","","TeachYourselfEnglishINTHECITY.wav","USD","0","0.12000","0.00000","0.08000","0.10000","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Saint Helena KW1","","TeachYourselfEnglishINTHECITY.wav","USD","0","0.28000","0.00000","0.22000","0.24000","2300","3300","100000","10000","2018-04-06"
,"Aggregator","Saint Helena KW3","","TeachYourselfEnglishINTHECITY.wav","USD","0","0.28000","0.00000","0.22000","0.24000","2300","3300","100000","10000","2018-04-06"
,"Aggregator","Saint Kittis AT","","TeachYourselfEnglishINTHECITY.wav","USD","0","0.10000","0.00000","0.07000","0.08500","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Saint Lucia AT","","TeachYourselfEnglishINTHECITY.wav","USD","0","0.10000","0.00000","0.07000","0.08500","7000","7200","100000","3000","2018-06-18"
,"Aggregator","San Marino AT","","TeachYourselfEnglishINTHECITY.wav","USD","0","0.12000","0.00000","0.08000","0.10000","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Sao Tome AT","","TeachYourselfEnglishINTHECITY.wav","USD","1","0.29000","0.00000","0.23000","0.25000","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Saudi Arabia AT","","TeachYourselfEnglishINTHECITY.wav","USD","0","0.06000","0.00000","0.04500","0.05000","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Senegal AT","","1#-Segment.wav","USD","15","0.16000","0.00000","0.12000","0.14000","7000","7200","100000","20000","2018-06-18"
,"Aggregator","Serbia AT","","TeachYourselfEnglishINTHECITY.wav","USD","25","0.16000","0.00000","0.12000","0.14000","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Seychelles AT","","1#-Segment.wav","USD","110","0.24000","0.00000","0.18000","0.20000","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Sierra Leone AT","","1#-Segment.wav","USD","6","0.18000","0.00000","0.13000","0.15000","7000","7200","100000","10000","2018-06-18"
,"Aggregator","Sint Maarten AT","","TeachYourselfEnglishINTHECITY.wav","USD","0","0.06000","0.00000","0.04500","0.05000","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Slovakia AT","","TeachYourselfEnglishINTHECITY.wav","USD","0","0.18000","0.00000","0.13000","0.15000","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Slovenia AT","","TeachYourselfEnglishINTHECITY.wav","USD","0","0.16000","0.00000","0.12000","0.14000","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Solomon Islands AT","","TeachYourselfEnglishINTHECITY.wav","USD","0","0.28000","0.00000","0.22000","0.24000","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Somalia AT","","TeachYourselfEnglishINTHECITY.wav","USD","6","0.23000","0.00000","0.17000","0.19000","7000","7200","100000","3000","2018-06-18"
,"Aggregator","South Sudan AT","","TeachYourselfEnglishINTHECITY.wav","USD","0","0.10000","0.00000","0.07000","0.08500","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Spain AT","","TeachYourselfEnglishINTHECITY.wav","USD","0","0.10000","0.00000","0.07000","0.08500","7000","7200","100000","3000","2018-06-18"
,"Aggregator","St. Helena AT","","TeachYourselfEnglishINTHECITY.wav","USD","3","0.28000","0.00000","0.22000","0.24000","7000","7200","100000","3000","2018-06-18"
,"Aggregator","St. Helena PS1","","","USD","0","0.30000","0.00000","0.23000","0.26000","2100","5300","1000000","10000","2018-05-17"
,"Aggregator","St. Helena PS10","","","USD","0","0.30000","0.00000","0.23000","0.26000","3000","3500","100000","10000","2018-08-19"
,"Aggregator","St. Helena PS2","","TeachYourselfEnglishINTHECITY.wav","USD","0","0.30000","0.00000","0.23000","0.26000","2400","7200","1000000","30000","2018-05-17"
,"Aggregator","St. Helena PS3","","","USD","0","0.30000","0.00000","0.23000","0.26000","2300","7200","1000000","20000","2018-05-17"
,"Aggregator","St. Helena PS4","","","USD","0","0.30000","0.00000","0.23000","0.26000","2300","7200","1000000","100000","2018-06-16"
,"Aggregator","St. Helena PS5","","TeachYourselfEnglishINTHECITY.wav","USD","0","0.30000","0.00000","0.23000","0.26000","3000","3600","100000","10000","2018-07-17"
,"Aggregator","St. Helena PS6","","","USD","0","0.30000","0.00000","0.23000","0.26000","3000","3600","1000000","100000","2018-07-29"
,"Aggregator","St. Helena PS7","","","USD","0","0.30000","0.00000","0.23000","0.26000","3000","3600","1000000","100000","2018-07-29"
,"Aggregator","St. Helena PS8","","","USD","0","0.30000","0.00000","0.23000","0.26000","3000","3500","100000","10000","2018-08-19"
,"Aggregator","St. Helena PS9","","","USD","0","0.30000","0.00000","0.23000","0.26000","3000","3500","100000","10000","2018-08-19"
,"Aggregator","St. Kittis & Nevis AT","","TeachYourselfEnglishINTHECITY.wav","USD","3","0.10000","0.00000","0.07000","0.08500","7000","7200","100000","3000","2018-06-18"
,"Aggregator","St. Lucia AT","","TeachYourselfEnglishINTHECITY.wav","USD","15","0.10000","0.00000","0.07000","0.08500","7000","7200","100000","3000","2018-06-18"
,"Aggregator","St. Pierre AT","","TeachYourselfEnglishINTHECITY.wav","USD","0","0.10000","0.00000","0.07000","0.08500","7000","7200","100000","3000","2018-06-18"
,"Aggregator","St. Vincent AT","","TeachYourselfEnglishINTHECITY.wav","USD","0","0.10000","0.00000","0.07000","0.08500","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Suriname AT","","TeachYourselfEnglishINTHECITY.wav","USD","0","0.05000","0.00000","0.03500","0.04500","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Swaziland AT","","1#-Segment.wav","USD","1","0.07000","0.00000","0.05000","0.06000","7000","7200","1000000","100000","2018-07-27"
,"Aggregator","Switzerland AT","","TeachYourselfEnglishINTHECITY.wav","USD","0","0.13000","0.00000","0.09000","0.11000","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Syria AT","","TeachYourselfEnglishINTHECITY.wav","USD","0","0.10000","0.00000","0.07000","0.08500","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Tajikistan AT","","TeachYourselfEnglishINTHECITY.wav","USD","0","0.14000","0.00000","0.10000","0.12000","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Tanzania AT","","1#-Segment.wav","USD","20","0.08000","0.00000","0.06000","0.06500","7000","7200","100000","10000","2018-06-18"
,"Aggregator","Thuraya AT","","TeachYourselfEnglishINTHECITY.wav","USD","0","0.25000","0.00000","0.19000","0.22000","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Togo AT","","TeachYourselfEnglishINTHECITY.wav","USD","6","0.16000","0.00000","0.12000","0.14000","7000","7200","100000","6000","2018-06-18"
,"Aggregator","Tokelau AT","","Punjabi_IVR.wav","USD","7","0.28000","0.00000","0.22000","0.24000","7000","7200","100000","10000","2018-07-15"
,"Aggregator","Tonga AT","","ALLAH_Hoo.wav","USD","12","0.24000","0.00000","0.18000","0.20000","7000","7200","100000","13000","2018-06-18"
,"Aggregator","Trinidad AT","","TeachYourselfEnglishINTHECITY.wav","USD","0","0.10000","0.00000","0.07000","0.08500","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Tunisia AT","","ALLAH_Hoo.wav","USD","15","0.18000","0.00000","0.13000","0.15000","7000","7200","100000","10000","2018-06-18"
,"Aggregator","Turkey AT","","","USD","1","0.06000","0.00000","0.04500","0.05000","7000","7200","1000000","100000","2018-08-06"
,"Aggregator","Turkmenistan AT","","TeachYourselfEnglishINTHECITY.wav","USD","10","0.06000","0.00000","0.04500","0.05000","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Turks AT","","TeachYourselfEnglishINTHECITY.wav","USD","0","0.08000","0.00000","0.06000","0.06500","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Tuvalu AT","","1#-Segment.wav","USD","10","0.28000","0.00000","0.22000","0.24000","7000","7200","100000","3000","2018-06-18"
,"Aggregator","UAE AT","","TeachYourselfEnglishINTHECITY.wav","USD","0","0.06000","0.00000","0.04500","0.05000","7000","7200","100000","3000","2018-06-18"
,"Aggregator","Uganda AT","","1#-Segment.wav","USD","2","0.00000","0.00000","0.00000","0.00000","7000","7200","100000","30000","2018-06-23"
,"Aggregator","UK AT","","1#-Segment.wav","USD","15","0.06000","0.00000","0.04500","0.05000","7000","7200","100000","10000","2018-06-18"
